,article_id,dates
6899,9d9777ad,"[datetime.date(2050, 1, 29), datetime.date(2018, 12, 29), datetime.date(2018, 1, 10), datetime.date(2017, 11, 30), datetime.date(2040, 1, 29)]"
4995,773c1c47,"[datetime.date(2018, 3, 5), datetime.date(2018, 6, 5), datetime.date(2018, 9, 5), datetime.date(2018, 5, 5), datetime.date(2014, 6, 5)]"
2517,433e54d,[]
4980,76f88fb4,[]
3417,57531e4f,"[datetime.date(2017, 2, 15), datetime.date(2018, 5, 15)]"
1538,2e48341b,"[datetime.date(2018, 3, 23), datetime.date(2017, 7, 2), datetime.date(2018, 3, 30), datetime.date(2016, 3, 2), datetime.date(2022, 3, 2)]"
10605,e9065579,"[datetime.date(2017, 12, 15), datetime.date(2025, 12, 19), datetime.date(2017, 12, 19)]"
6656,988da399,"[datetime.date(2017, 12, 18), datetime.date(2015, 12, 18), datetime.date(2051, 3, 18), datetime.date(2017, 12, 10), datetime.date(2017, 3, 18)]"
5111,79acbe74,"[datetime.date(2017, 12, 9), datetime.date(2016, 1, 12), datetime.date(2016, 5, 12)]"
7671,ad370559,"[datetime.date(2017, 12, 21)]"
9478,d19bb6a6,"[datetime.date(2017, 12, 3), datetime.date(2017, 12, 30)]"
9107,ca27d1b6,[]
10415,e50a5de8,"[datetime.date(2018, 4, 5), datetime.date(2018, 4, 30)]"
10929,ef43329e,"[datetime.date(2017, 5, 15), datetime.date(2054, 12, 15), datetime.date(2017, 12, 18), datetime.date(2017, 12, 15), datetime.date(2017, 12, 21)]"
9179,cbc97f81,"[datetime.date(2018, 5, 24)]"
1413,2bebcc8e,"[datetime.date(2011, 2, 14), datetime.date(2012, 3, 14), datetime.date(2011, 3, 14), datetime.date(2018, 5, 14), datetime.date(2006, 3, 14)]"
8968,c75dc845,"[datetime.date(2018, 1, 28), datetime.date(2018, 1, 23)]"
2972,4d5c7f0,"[datetime.date(2017, 12, 12), datetime.date(2030, 5, 12)]"
11708,ff2baa63,"[datetime.date(2016, 5, 28), datetime.date(2018, 5, 28), datetime.date(2018, 4, 28), datetime.date(2003, 5, 28), datetime.date(2011, 5, 28)]"
9493,d1d77aa7,"[datetime.date(2018, 1, 22), datetime.date(2019, 2, 22)]"
10989,f0aa26bf,"[datetime.date(2017, 12, 10), datetime.date(2017, 12, 13), datetime.date(2017, 5, 11)]"
6221,8fc3fc7c,"[datetime.date(2017, 12, 12), datetime.date(2017, 7, 5), datetime.date(2011, 12, 12), datetime.date(2020, 12, 11), datetime.date(2017, 7, 11)]"
9225,cca688df,[]
8504,be597919,"[datetime.date(2018, 3, 9), datetime.date(2018, 6, 8)]"
9092,c9b1d1aa,"[datetime.date(2018, 5, 22)]"
8303,ba1ce2b3,"[datetime.date(2018, 3, 7), datetime.date(2017, 9, 7), datetime.date(2018, 2, 7)]"
7735,ae717149,"[datetime.date(2016, 1, 26), datetime.date(2010, 1, 26), datetime.date(2018, 1, 15), datetime.date(2018, 5, 26), datetime.date(2017, 1, 26)]"
11284,f6dd5e11,[]
9311,ce5ac050,[]
10805,ecf6f190,"[datetime.date(2018, 3, 3), datetime.date(2018, 3, 2), datetime.date(2014, 3, 12), datetime.date(2010, 3, 12), datetime.date(2018, 3, 12)]"
5021,77d1b2bf,"[datetime.date(2018, 6, 8), datetime.date(2017, 6, 7), datetime.date(2018, 6, 19), datetime.date(2018, 6, 1), datetime.date(2016, 6, 8)]"
5435,7ffe50f7,"[datetime.date(2018, 5, 8), datetime.date(2022, 5, 8), datetime.date(2019, 5, 8), datetime.date(2018, 3, 8), datetime.date(2017, 7, 8)]"
3413,57398581,[]
396,1819f952,"[datetime.date(2018, 3, 15), datetime.date(2018, 5, 15)]"
4034,634b157e,"[datetime.date(2018, 6, 4)]"
9619,d44f20b6,"[datetime.date(2018, 1, 2)]"
9666,d563d0b4,"[datetime.date(2017, 3, 13), datetime.date(2017, 9, 13), datetime.date(2017, 12, 18), datetime.date(2017, 12, 13)]"
9002,c7e0edd0,"[datetime.date(2025, 12, 14), datetime.date(2017, 1, 14), datetime.date(2017, 12, 19), datetime.date(2020, 12, 14), datetime.date(2017, 12, 13)]"
10443,e5ac0943,"[datetime.date(2018, 3, 29), datetime.date(2018, 3, 27), datetime.date(2018, 3, 23)]"
2491,42bbf09d,[]
1468,2cd9d34a,"[datetime.date(2018, 3, 15)]"
10589,e8994bfe,[]
988,239b9780,"[datetime.date(2014, 3, 30), datetime.date(2013, 4, 30), datetime.date(2017, 4, 30), datetime.date(2018, 1, 30), datetime.date(2008, 2, 7)]"
1807,3428b5a6,"[datetime.date(2016, 11, 23), datetime.date(2017, 12, 13)]"
10807,ed051b33,"[datetime.date(2018, 7, 1), datetime.date(2015, 5, 31)]"
1614,300785c5,"[datetime.date(2018, 4, 30)]"
9219,cc8d5001,"[datetime.date(2018, 12, 31)]"
3552,5a3dc868,"[datetime.date(2021, 1, 19), datetime.date(2018, 3, 19), datetime.date(2018, 1, 20), datetime.date(2018, 1, 19)]"
8910,c636b219,"[datetime.date(2017, 4, 16), datetime.date(2050, 5, 16), datetime.date(2018, 5, 21)]"
3035,4ec7c7f0,"[datetime.date(2018, 12, 15), datetime.date(2017, 12, 8), datetime.date(2017, 12, 15), datetime.date(2017, 12, 6), datetime.date(2017, 12, 9)]"
3151,516927ce,"[datetime.date(2017, 12, 20), datetime.date(2050, 12, 15), datetime.date(2017, 12, 18), datetime.date(2017, 12, 19)]"
11273,f6a1a539,"[datetime.date(2009, 12, 11), datetime.date(2017, 12, 11)]"
5964,8ad0d981,"[datetime.date(2018, 1, 21), datetime.date(2018, 12, 10)]"
9699,d61590c5,"[datetime.date(2017, 12, 20), datetime.date(2017, 12, 12)]"
1645,308a9ecd,"[datetime.date(2017, 12, 20), datetime.date(2050, 12, 14), datetime.date(2017, 12, 18), datetime.date(2017, 12, 19)]"
1892,35d18f89,"[datetime.date(2018, 1, 14), datetime.date(2018, 1, 25), datetime.date(2018, 1, 19), datetime.date(2018, 1, 11), datetime.date(2016, 11, 19)]"
9431,d09044c9,"[datetime.date(2018, 12, 9), datetime.date(2016, 2, 9), datetime.date(2018, 2, 15), datetime.date(2018, 2, 8)]"
7838,b0562859,"[datetime.date(2018, 3, 15)]"
203,147cc8de,"[datetime.date(2017, 12, 26), datetime.date(2017, 11, 21), datetime.date(2040, 12, 21), datetime.date(2017, 12, 20), datetime.date(2017, 6, 21)]"
9985,dba7ecc9,"[datetime.date(2030, 2, 27), datetime.date(2027, 2, 26)]"
1487,2d3c6156,"[datetime.date(2017, 5, 15), datetime.date(2018, 12, 15), datetime.date(2018, 5, 3), datetime.date(2018, 6, 15), datetime.date(2018, 5, 21)]"
996,23c42525,"[datetime.date(2016, 12, 21), datetime.date(2017, 12, 19), datetime.date(2017, 12, 27)]"
10834,ed972414,"[datetime.date(2018, 3, 20)]"
1995,3812265f,"[datetime.date(2018, 5, 18), datetime.date(2018, 5, 9), datetime.date(2018, 4, 18)]"
10506,e72cf1f7,"[datetime.date(2018, 1, 1)]"
4280,68614ef1,"[datetime.date(2007, 3, 11), datetime.date(2017, 3, 11), datetime.date(2016, 3, 11), datetime.date(2018, 1, 11), datetime.date(2000, 3, 11)]"
6832,9c3e20bb,"[datetime.date(2017, 12, 20)]"
5209,7b8a747d,"[datetime.date(2018, 5, 4), datetime.date(2018, 5, 24), datetime.date(2018, 5, 6), datetime.date(2035, 5, 24)]"
8946,c6ec6e6a,"[datetime.date(2018, 1, 20), datetime.date(2017, 2, 20), datetime.date(2018, 11, 22), datetime.date(2018, 12, 20), datetime.date(2018, 3, 20)]"
4327,695311d9,"[datetime.date(2018, 2, 19), datetime.date(2018, 2, 20), datetime.date(2018, 2, 14), datetime.date(2018, 6, 14)]"
11203,f5150dc0,"[datetime.date(2034, 12, 19)]"
11550,fc37b87d,"[datetime.date(2018, 5, 7), datetime.date(2009, 11, 7), datetime.date(2018, 5, 25), datetime.date(2030, 5, 25), datetime.date(2053, 5, 25)]"
9943,db04af38,[]
8200,b7ddc0b9,"[datetime.date(2017, 12, 5)]"
4962,7699dacb,"[datetime.date(2018, 3, 5), datetime.date(2018, 4, 11), datetime.date(2018, 2, 5), datetime.date(2060, 4, 5), datetime.date(2015, 4, 5)]"
1610,2ff34367,"[datetime.date(2016, 12, 17), datetime.date(2030, 12, 17), datetime.date(2010, 12, 17), datetime.date(2017, 12, 2), datetime.date(2034, 12, 17)]"
8886,c5bf4244,"[datetime.date(2017, 12, 20)]"
3549,5a29188c,"[datetime.date(2017, 12, 20)]"
2893,4b56d802,"[datetime.date(2018, 5, 28), datetime.date(2016, 5, 23), datetime.date(2017, 5, 23)]"
2575,4491fab9,[]
664,1d86df98,"[datetime.date(2062, 2, 17), datetime.date(2018, 5, 17), datetime.date(2018, 12, 17)]"
9469,d16ece41,"[datetime.date(2017, 12, 8), datetime.date(2013, 12, 8), datetime.date(2018, 12, 8), datetime.date(2017, 3, 8), datetime.date(2017, 8, 8)]"
9826,d8c0d209,"[datetime.date(2018, 2, 23)]"
3133,510ad905,"[datetime.date(2018, 1, 18), datetime.date(2018, 3, 21), datetime.date(2020, 3, 20)]"
3815,5f239859,"[datetime.date(2017, 12, 15), datetime.date(2025, 12, 15)]"
10257,e1a6d29c,"[datetime.date(2021, 5, 4), datetime.date(2018, 5, 3), datetime.date(2016, 11, 4), datetime.date(2018, 1, 4), datetime.date(2009, 1, 4)]"
96,12388ecc,"[datetime.date(2017, 6, 23), datetime.date(2017, 3, 23), datetime.date(2017, 12, 23)]"
6400,93d5b58a,"[datetime.date(2018, 1, 6), datetime.date(2018, 1, 5)]"
1107,2623e211,"[datetime.date(2012, 12, 3)]"
5024,77dbcade,"[datetime.date(2016, 2, 5), datetime.date(2018, 2, 5), datetime.date(2018, 2, 3)]"
8063,b49ef492,"[datetime.date(2018, 6, 4)]"
7537,aab5ea2b,"[datetime.date(2018, 1, 24), datetime.date(2039, 1, 24)]"
7438,a8938ce3,"[datetime.date(2017, 12, 17), datetime.date(2020, 12, 12), datetime.date(2018, 12, 12)]"
5787,86cd06bb,[]
2467,4246de8c,[]
9070,c93f269a,"[datetime.date(2023, 3, 31)]"
10493,e6cb098a,"[datetime.date(2018, 3, 9), datetime.date(2018, 1, 1), datetime.date(2024, 3, 19), datetime.date(2202, 3, 9)]"
5054,78795b3f,"[datetime.date(2018, 3, 15), datetime.date(2017, 5, 15), datetime.date(2018, 5, 15), datetime.date(2018, 5, 21)]"
6744,9a4eed6c,[]
4345,69a91d17,"[datetime.date(2016, 6, 27), datetime.date(2020, 3, 27), datetime.date(2008, 11, 10), datetime.date(2017, 3, 27), datetime.date(2027, 3, 27)]"
2092,3a2f09bd,"[datetime.date(2018, 5, 28)]"
9384,cfa374d2,[]
4864,746a0355,"[datetime.date(2015, 1, 24), datetime.date(2018, 1, 25), datetime.date(2018, 5, 24), datetime.date(2018, 1, 26), datetime.date(2018, 1, 24)]"
10353,e3d9a3e3,"[datetime.date(2017, 12, 12), datetime.date(2016, 12, 11), datetime.date(2017, 12, 11)]"
8079,b52f5964,[]
2345,3f4379af,"[datetime.date(2018, 1, 1)]"
5444,8036c343,"[datetime.date(2050, 6, 6), datetime.date(2004, 6, 6), datetime.date(2025, 6, 6)]"
3912,610d46fd,[]
6742,9a4e0dfd,[]
9342,cecd06a0,"[datetime.date(2017, 12, 22), datetime.date(2017, 12, 23)]"
1819,344f78fa,"[datetime.date(2017, 3, 10), datetime.date(2016, 12, 10), datetime.date(2011, 12, 10), datetime.date(2016, 12, 12), datetime.date(2012, 12, 10)]"
1926,36a1de32,"[datetime.date(2017, 12, 12), datetime.date(2017, 12, 18), datetime.date(2017, 12, 26), datetime.date(2019, 12, 12), datetime.date(2017, 1, 12)]"
9622,d45b67e9,"[datetime.date(2018, 1, 3), datetime.date(2018, 12, 1), datetime.date(2018, 12, 22), datetime.date(2018, 11, 1), datetime.date(2014, 1, 1)]"
7621,ac3c1f24,"[datetime.date(2018, 2, 11), datetime.date(2018, 2, 23), datetime.date(2018, 2, 15), datetime.date(2018, 1, 11), datetime.date(2017, 2, 11)]"
2734,47d068be,"[datetime.date(2017, 12, 24), datetime.date(2017, 12, 19), datetime.date(2017, 5, 24), datetime.date(2017, 7, 24), datetime.date(2017, 12, 7)]"
4564,6e465eea,"[datetime.date(2014, 1, 2), datetime.date(2018, 1, 3), datetime.date(2018, 1, 2), datetime.date(2012, 1, 2), datetime.date(2066, 1, 2)]"
295,16202e53,"[datetime.date(2012, 1, 10), datetime.date(2018, 1, 10)]"
658,1d75ecfa,[]
4049,638927a9,[]
6356,92c96a69,"[datetime.date(2030, 12, 18)]"
5972,8af7b5b0,"[datetime.date(2009, 11, 7), datetime.date(2011, 3, 12), datetime.date(2018, 3, 4), datetime.date(2100, 3, 12), datetime.date(2018, 3, 12)]"
831,20b0ff87,"[datetime.date(2000, 12, 4), datetime.date(2017, 12, 18), datetime.date(2006, 12, 4), datetime.date(2017, 12, 12)]"
3404,56f0f70d,"[datetime.date(2018, 1, 18), datetime.date(2018, 1, 16)]"
8043,b43c2bc8,"[datetime.date(2018, 2, 6)]"
6306,91b20500,[]
689,1e071b15,"[datetime.date(2003, 5, 6), datetime.date(2018, 1, 7), datetime.date(2030, 1, 14), datetime.date(2051, 1, 14), datetime.date(2018, 5, 14)]"
9218,cc8739c2,[]
10870,ee4179f,[]
7726,ae37fd53,"[datetime.date(2017, 5, 18), datetime.date(2019, 12, 18), datetime.date(2017, 12, 18), datetime.date(2017, 11, 18), datetime.date(2017, 12, 19)]"
3545,5a20fd79,"[datetime.date(2018, 6, 5), datetime.date(2018, 6, 23), datetime.date(2018, 7, 12), datetime.date(2018, 7, 16)]"
3293,545e33d2,"[datetime.date(2018, 5, 14), datetime.date(2018, 4, 14)]"
7476,a93c8eb6,"[datetime.date(2017, 5, 17), datetime.date(2017, 12, 4), datetime.date(2017, 12, 17), datetime.date(2018, 12, 17), datetime.date(2017, 6, 17)]"
7619,ac31726b,"[datetime.date(2018, 1, 20), datetime.date(2050, 1, 3), datetime.date(2017, 3, 3), datetime.date(2016, 1, 3), datetime.date(2018, 1, 4)]"
6084,8d139284,"[datetime.date(2017, 5, 1), datetime.date(2018, 12, 7)]"
11075,f27a80a4,[]
2075,39d9506a,"[datetime.date(2009, 11, 7), datetime.date(2054, 2, 13), datetime.date(2018, 1, 16), datetime.date(2018, 2, 18), datetime.date(2017, 2, 13)]"
3975,623c4451,"[datetime.date(2007, 7, 8), datetime.date(2018, 6, 5), datetime.date(2018, 6, 23), datetime.date(2018, 6, 15)]"
3878,601a7b83,"[datetime.date(2018, 3, 3), datetime.date(2017, 12, 18), datetime.date(2018, 12, 3)]"
7812,afd92a7b,[]
10208,e06131e,"[datetime.date(2018, 1, 9)]"
2329,3edc3c11,"[datetime.date(2018, 3, 9), datetime.date(2018, 2, 9)]"
8802,c426f641,"[datetime.date(2018, 6, 13), datetime.date(2018, 6, 5), datetime.date(2018, 6, 8)]"
3489,58ad90a3,"[datetime.date(2051, 5, 3), datetime.date(2018, 5, 3), datetime.date(2048, 5, 3), datetime.date(2017, 12, 3), datetime.date(2030, 5, 3)]"
11487,fb07ea0f,"[datetime.date(2018, 3, 5), datetime.date(2018, 4, 11)]"
8706,c2195665,"[datetime.date(2017, 12, 2), datetime.date(2017, 12, 18), datetime.date(2050, 12, 19)]"
1653,30c63798,"[datetime.date(2018, 2, 16)]"
6511,9619e7a2,"[datetime.date(2018, 5, 7), datetime.date(2018, 12, 7), datetime.date(2013, 5, 7), datetime.date(2018, 2, 7)]"
1692,318ec6a9,"[datetime.date(2017, 5, 23)]"
4369,6a2070b7,"[datetime.date(2017, 1, 10), datetime.date(2017, 12, 6), datetime.date(2017, 12, 24), datetime.date(2017, 12, 11)]"
10120,de6c819a,"[datetime.date(2020, 3, 1), datetime.date(2021, 3, 1), datetime.date(2040, 3, 1), datetime.date(2035, 3, 1), datetime.date(2039, 3, 1)]"
3189,5262f125,"[datetime.date(2014, 7, 22), datetime.date(2018, 1, 22)]"
7755,aeb64205,"[datetime.date(2018, 3, 8), datetime.date(2018, 1, 8)]"
9447,d0f2d77b,"[datetime.date(2018, 1, 2), datetime.date(2018, 1, 1)]"
10069,dd50ddf9,"[datetime.date(2020, 2, 21), datetime.date(2022, 6, 21)]"
2552,44239fc9,[]
1029,2451b2ce,"[datetime.date(2014, 2, 10), datetime.date(2018, 5, 10)]"
10930,ef440bb8,[]
350,1750501f,"[datetime.date(2018, 5, 5)]"
3529,59baf27f,"[datetime.date(2018, 12, 1)]"
3886,60455ac5,"[datetime.date(2017, 3, 8), datetime.date(2017, 12, 7)]"
9227,cca8fb43,"[datetime.date(2017, 2, 13), datetime.date(2050, 2, 13), datetime.date(2018, 2, 12), datetime.date(2045, 2, 13), datetime.date(2018, 2, 19)]"
4667,7088c6a1,"[datetime.date(2018, 12, 29), datetime.date(2016, 1, 29), datetime.date(2017, 8, 29), datetime.date(2018, 2, 3), datetime.date(2015, 1, 29)]"
2704,472a383c,"[datetime.date(2018, 12, 5), datetime.date(2018, 3, 5), datetime.date(2018, 11, 22), datetime.date(2016, 3, 5)]"
3486,58a74289,[]
3606,5b4b4347,"[datetime.date(2017, 3, 25), datetime.date(2018, 1, 3), datetime.date(2018, 1, 2), datetime.date(2040, 1, 25), datetime.date(2017, 1, 25)]"
6873,9cf4a175,"[datetime.date(2018, 5, 8), datetime.date(2018, 9, 8), datetime.date(2018, 1, 4), datetime.date(2000, 6, 1)]"
6456,9514bb34,"[datetime.date(2018, 5, 2), datetime.date(2017, 2, 2)]"
4933,7610b83b,"[datetime.date(2014, 2, 12), datetime.date(2018, 2, 12), datetime.date(2017, 4, 12), datetime.date(2018, 1, 12), datetime.date(2011, 5, 10)]"
2776,488c98dc,"[datetime.date(2015, 9, 21), datetime.date(2017, 1, 21), datetime.date(2018, 3, 21), datetime.date(2018, 1, 21), datetime.date(2018, 2, 21)]"
6363,92d8bc39,"[datetime.date(2017, 12, 12), datetime.date(2030, 12, 29), datetime.date(2018, 1, 3), datetime.date(2017, 5, 29), datetime.date(2016, 12, 29)]"
8141,b6aeba0c,"[datetime.date(2013, 2, 6), datetime.date(2018, 2, 2), datetime.date(2018, 2, 6)]"
1389,2ba8f399,"[datetime.date(2018, 3, 29), datetime.date(2018, 4, 4)]"
9250,cd25c99d,"[datetime.date(2059, 6, 6)]"
3180,52296311,"[datetime.date(2018, 1, 2), datetime.date(2017, 5, 28), datetime.date(2013, 12, 28), datetime.date(2017, 10, 28), datetime.date(2016, 12, 28)]"
8316,ba4abbf5,[]
3978,625bb050,"[datetime.date(2018, 2, 25), datetime.date(2018, 2, 20), datetime.date(2018, 2, 19)]"
7379,a798e3be,"[datetime.date(2047, 1, 6), datetime.date(2053, 2, 6), datetime.date(2018, 2, 15), datetime.date(2018, 2, 6)]"
3679,5cac0c13,"[datetime.date(2018, 5, 25), datetime.date(2018, 1, 26)]"
6653,988242fc,"[datetime.date(2018, 9, 6), datetime.date(2018, 5, 6), datetime.date(2018, 2, 20), datetime.date(2018, 2, 15), datetime.date(2016, 10, 1)]"
493,1a2f154f,"[datetime.date(2014, 12, 11), datetime.date(2020, 12, 8), datetime.date(2017, 12, 8)]"
6560,96df01dc,"[datetime.date(2017, 12, 20), datetime.date(2022, 11, 30), datetime.date(2017, 12, 26)]"
836,20bec139,"[datetime.date(2018, 3, 10), datetime.date(2018, 3, 1)]"
9538,d29f1d72,"[datetime.date(2020, 12, 27), datetime.date(2011, 12, 27), datetime.date(2040, 12, 27), datetime.date(2042, 12, 27), datetime.date(2017, 12, 27)]"
790,1fd24869,[]
994,23bdf90c,"[datetime.date(2018, 5, 7), datetime.date(2014, 9, 19), datetime.date(2018, 1, 11), datetime.date(2017, 1, 7), datetime.date(2014, 1, 7)]"
2099,3a473d55,"[datetime.date(2016, 12, 14), datetime.date(2017, 12, 8), datetime.date(2015, 12, 14), datetime.date(2017, 10, 14), datetime.date(2017, 12, 14)]"
5287,7cd4e34,"[datetime.date(2018, 5, 19), datetime.date(2060, 1, 19), datetime.date(2018, 3, 19)]"
7575,ab7a7fe6,"[datetime.date(2018, 2, 7), datetime.date(2016, 1, 3), datetime.date(2018, 11, 3), datetime.date(2017, 12, 3), datetime.date(2018, 2, 9)]"
7287,a5bb1ee5,"[datetime.date(2018, 2, 28), datetime.date(2018, 2, 13)]"
5651,84237781,"[datetime.date(2018, 1, 20), datetime.date(2016, 1, 14), datetime.date(2018, 1, 19), datetime.date(2019, 1, 14), datetime.date(2024, 1, 14)]"
5157,7a89bca2,"[datetime.date(2017, 12, 19)]"
8861,c56a1453,"[datetime.date(2013, 3, 11), datetime.date(2010, 3, 11), datetime.date(2010, 11, 11), datetime.date(2018, 2, 26), datetime.date(2018, 5, 11)]"
479,19d48586,"[datetime.date(2018, 2, 12), datetime.date(2018, 2, 2), datetime.date(2017, 2, 19), datetime.date(2018, 2, 3)]"
6895,9d81dd33,"[datetime.date(2017, 10, 14), datetime.date(2013, 12, 14)]"
2286,3dfd39d0,[]
10640,e99e7ef1,[]
7059,a0dd818,"[datetime.date(2018, 5, 14), datetime.date(2017, 5, 14)]"
8471,bd928922,[]
3862,5fe129cb,"[datetime.date(2017, 12, 8), datetime.date(2017, 12, 14)]"
8735,c2c4b027,"[datetime.date(2018, 3, 5), datetime.date(2018, 3, 20), datetime.date(2020, 3, 20), datetime.date(2018, 5, 20), datetime.date(2018, 7, 10)]"
7419,a8452eb3,[]
8120,b6415214,[]
10618,e9482ff2,"[datetime.date(2010, 2, 24), datetime.date(2018, 2, 25), datetime.date(2025, 2, 24), datetime.date(2030, 2, 24), datetime.date(2018, 12, 24)]"
43,110a4aee,"[datetime.date(2018, 5, 18), datetime.date(2018, 3, 18), datetime.date(2015, 5, 18)]"
3447,57fa58b7,"[datetime.date(2018, 9, 6), datetime.date(2018, 5, 30), datetime.date(2003, 11, 4), datetime.date(2018, 5, 3), datetime.date(2048, 5, 30)]"
2679,46a10b68,"[datetime.date(2050, 6, 6), datetime.date(2025, 6, 6)]"
8969,c75ed1b2,"[datetime.date(2018, 5, 18), datetime.date(2018, 2, 16), datetime.date(2018, 5, 9), datetime.date(2018, 5, 16), datetime.date(2018, 3, 27)]"
4627,6f8f2214,"[datetime.date(2016, 1, 5), datetime.date(2017, 1, 5)]"
1622,3027ed43,"[datetime.date(2018, 5, 19)]"
3264,53da007c,"[datetime.date(2009, 1, 15), datetime.date(2018, 1, 6), datetime.date(2018, 1, 2), datetime.date(2015, 1, 15), datetime.date(2010, 1, 15)]"
9314,ce6123e7,"[datetime.date(2060, 12, 11), datetime.date(2017, 12, 23), datetime.date(2065, 12, 11), datetime.date(2017, 12, 11), datetime.date(2017, 5, 11)]"
6661,98aaa8a1,"[datetime.date(2018, 3, 5), datetime.date(2018, 4, 11), datetime.date(2018, 2, 5), datetime.date(2011, 4, 27), datetime.date(2060, 4, 5)]"
4010,62d8267d,"[datetime.date(2016, 9, 29), datetime.date(2018, 12, 29), datetime.date(2017, 7, 1)]"
2230,3cc96941,"[datetime.date(2016, 1, 30), datetime.date(2018, 3, 30), datetime.date(2018, 11, 30), datetime.date(2018, 2, 3), datetime.date(2015, 1, 30)]"
4718,7191ddb3,"[datetime.date(2018, 3, 11), datetime.date(2017, 3, 11)]"
9585,d3b765be,[]
3322,55350b24,"[datetime.date(2017, 12, 17), datetime.date(2018, 12, 17), datetime.date(2017, 12, 18), datetime.date(2017, 12, 4)]"
9305,ce3c8ec7,"[datetime.date(2017, 11, 22), datetime.date(2017, 12, 6), datetime.date(2016, 12, 22), datetime.date(2017, 12, 4), datetime.date(2017, 10, 22)]"
7133,a2a34168,[]
6296,91778cf,"[datetime.date(2040, 3, 14), datetime.date(2038, 3, 14), datetime.date(2022, 3, 14)]"
3940,619b3d2a,[]
8498,be3e32e7,"[datetime.date(2018, 4, 3), datetime.date(2018, 6, 26), datetime.date(2018, 6, 12), datetime.date(2018, 4, 25), datetime.date(2018, 4, 1)]"
6146,8e237117,"[datetime.date(2018, 1, 23)]"
7967,b2e2f409,"[datetime.date(2020, 12, 14), datetime.date(2017, 12, 16), datetime.date(2017, 12, 14), datetime.date(2017, 9, 14)]"
1246,28aae2a6,"[datetime.date(2018, 4, 25)]"
2860,4a858827,"[datetime.date(2018, 5, 6), datetime.date(2025, 5, 6), datetime.date(2018, 5, 5), datetime.date(2018, 3, 31), datetime.date(2018, 5, 9)]"
6047,8c606e2f,"[datetime.date(2018, 12, 26), datetime.date(2018, 3, 23), datetime.date(2011, 9, 7), datetime.date(2015, 9, 26), datetime.date(2018, 3, 26)]"
1369,2b57ecbf,"[datetime.date(2018, 1, 10), datetime.date(2023, 1, 12), datetime.date(2018, 1, 11), datetime.date(2018, 1, 12)]"
8649,c0f030a,"[datetime.date(2018, 1, 4), datetime.date(2017, 12, 19)]"
9917,da8a31ed,"[datetime.date(2018, 3, 26), datetime.date(2018, 1, 27)]"
4081,645219cc,[]
2212,3c52d88,[]
5267,7c8ed119,"[datetime.date(2012, 3, 14), datetime.date(2018, 1, 14), datetime.date(2015, 3, 14), datetime.date(2011, 3, 14), datetime.date(2018, 3, 20)]"
